Tube.ID,unknwn,Box.position,Storage.Box.ID
1237,,B3,Sam Gurr 2019 Thresholds Geoduck BOX #18
1264,,H1,Sam Gurr 2019 Thresholds Geoduck BOX #18
1270,,I1,Sam Gurr 2019 Thresholds Geoduck BOX #18
1286,,I8,Sam Gurr 2019 Thresholds Geoduck BOX #18
1287,,G4,Sam Gurr 2019 Thresholds Geoduck BOX #18
1312,,D5,Sam Gurr 2019 Thresholds Geoduck BOX #18
1320,,E6,Sam Gurr 2019 Thresholds Geoduck BOX #18
1322,,B5,Sam Gurr 2019 Thresholds Geoduck BOX #18
1325,,G2,Sam Gurr 2019 Thresholds Geoduck BOX #18
1326,,F9,Sam Gurr 2019 Thresholds Geoduck BOX #18
1329,,F1,Sam Gurr 2019 Thresholds Geoduck BOX #18
1343,,A9,Sam Gurr 2019 Thresholds Geoduck BOX #18
1355,,C6,Sam Gurr 2019 Thresholds Geoduck BOX #18
1370,,F6,Sam Gurr 2019 Thresholds Geoduck BOX #18
1371,,H2,Sam Gurr 2019 Thresholds Geoduck BOX #18
1377,,A6,Sam Gurr 2019 Thresholds Geoduck BOX #18
1395,,H8,Sam Gurr 2019 Thresholds Geoduck BOX #18
1405,,G6,Sam Gurr 2019 Thresholds Geoduck BOX #18
1411,,E9,Sam Gurr 2019 Thresholds Geoduck BOX #18
1423,,C3,Sam Gurr 2019 Thresholds Geoduck BOX #18
1424,,G5,Sam Gurr 2019 Thresholds Geoduck BOX #18
1458,,E7,Sam Gurr 2019 Thresholds Geoduck BOX #18
1466,,A4,Sam Gurr 2019 Thresholds Geoduck BOX #18
1490,,B9,Sam Gurr 2019 Thresholds Geoduck BOX #18
1491,,G8,Sam Gurr 2019 Thresholds Geoduck BOX #18
1504,,G9,Sam Gurr 2019 Thresholds Geoduck BOX #18
1537,,D4,Sam Gurr 2019 Thresholds Geoduck BOX #18
1574,,A2,Sam Gurr 2019 Thresholds Geoduck BOX #18
1609,,H5,Sam Gurr 2019 Thresholds Geoduck BOX #18
1613,,D7,Sam Gurr 2019 Thresholds Geoduck BOX #18
1614,,H6,Sam Gurr 2019 Thresholds Geoduck BOX #18
1641,,C2,Sam Gurr 2019 Thresholds Geoduck BOX #18
1400,,E4,Sam Gurr 2019 Thresholds Geoduck BOX #18
882,,F7,Sam Gurr 2019 Thresholds Geoduck BOX #19
936,,H8,Sam Gurr 2019 Thresholds Geoduck BOX #19
720,,G2,Sam Gurr 2019 Thresholds Geoduck BOX #19
733,,A2,Sam Gurr 2019 Thresholds Geoduck BOX #19
758,,A4,Sam Gurr 2019 Thresholds Geoduck BOX #19
759,,A7,Sam Gurr 2019 Thresholds Geoduck BOX #19
761,,I4,Sam Gurr 2019 Thresholds Geoduck BOX #19
775,,G9,Sam Gurr 2019 Thresholds Geoduck BOX #19
777,,I1,Sam Gurr 2019 Thresholds Geoduck BOX #19
781,,F5,Sam Gurr 2019 Thresholds Geoduck BOX #19
782,,I2,Sam Gurr 2019 Thresholds Geoduck BOX #19
802,,H5,Sam Gurr 2019 Thresholds Geoduck BOX #19
809,,B8,Sam Gurr 2019 Thresholds Geoduck BOX #19
815,,C4,Sam Gurr 2019 Thresholds Geoduck BOX #19
819,,B1,Sam Gurr 2019 Thresholds Geoduck BOX #19
826,,B9,Sam Gurr 2019 Thresholds Geoduck BOX #19
829,,B3,Sam Gurr 2019 Thresholds Geoduck BOX #19
841,,F8,Sam Gurr 2019 Thresholds Geoduck BOX #19
853,,H3,Sam Gurr 2019 Thresholds Geoduck BOX #19
854,,F3,Sam Gurr 2019 Thresholds Geoduck BOX #19
870,duplicated,G8,Sam Gurr 2019 Thresholds Geoduck BOX #19
873,,F1,Sam Gurr 2019 Thresholds Geoduck BOX #19
886,,E9,Sam Gurr 2019 Thresholds Geoduck BOX #19
889,,I6,Sam Gurr 2019 Thresholds Geoduck BOX #19
904,,F6,Sam Gurr 2019 Thresholds Geoduck BOX #19
907,,C9,Sam Gurr 2019 Thresholds Geoduck BOX #19
910,,A5,Sam Gurr 2019 Thresholds Geoduck BOX #19
922,,D5,Sam Gurr 2019 Thresholds Geoduck BOX #19
937,,F9,Sam Gurr 2019 Thresholds Geoduck BOX #19
947,,F4,Sam Gurr 2019 Thresholds Geoduck BOX #19
972,,H1,Sam Gurr 2019 Thresholds Geoduck BOX #19
982,,H2,Sam Gurr 2019 Thresholds Geoduck BOX #19
784,,E3,Sam Gurr 2019 Thresholds Geoduck BOX #19
986,,G7,Sam Gurr 2019 Thresholds Geoduck BOX #19
1030,,B7,Sam Gurr 2019 Thresholds Geoduck BOX #19
1033,,I5,Sam Gurr 2019 Thresholds Geoduck BOX #19
1035,,I3,Sam Gurr 2019 Thresholds Geoduck BOX #19
1038,,E2,Sam Gurr 2019 Thresholds Geoduck BOX #19
1043,,D3,Sam Gurr 2019 Thresholds Geoduck BOX #19
1047,,A1,Sam Gurr 2019 Thresholds Geoduck BOX #19
1050,,A3,Sam Gurr 2019 Thresholds Geoduck BOX #19
1059,,G3,Sam Gurr 2019 Thresholds Geoduck BOX #19
1060,,B5,Sam Gurr 2019 Thresholds Geoduck BOX #19
1080,,D4,Sam Gurr 2019 Thresholds Geoduck BOX #19
1102,,D7,Sam Gurr 2019 Thresholds Geoduck BOX #19
1124,,I7,Sam Gurr 2019 Thresholds Geoduck BOX #19
1152,,G4,Sam Gurr 2019 Thresholds Geoduck BOX #19
1179,,D1,Sam Gurr 2019 Thresholds Geoduck BOX #19
1182,,C6,Sam Gurr 2019 Thresholds Geoduck BOX #19
1188,,A8,Sam Gurr 2019 Thresholds Geoduck BOX #19
1200,,H7,Sam Gurr 2019 Thresholds Geoduck BOX #19
1225,,D8,Sam Gurr 2019 Thresholds Geoduck BOX #19
1238,,C2,Sam Gurr 2019 Thresholds Geoduck BOX #19
1247,,C1,Sam Gurr 2019 Thresholds Geoduck BOX #19
1252,,D9,Sam Gurr 2019 Thresholds Geoduck BOX #19
1254,,E6,Sam Gurr 2019 Thresholds Geoduck BOX #19
1281,,G6,Sam Gurr 2019 Thresholds Geoduck BOX #19
1255,,E7,Sam Gurr 2019 Thresholds Geoduck BOX #19
1288,,C3,Sam Gurr 2019 Thresholds Geoduck BOX #19
1304,,I9,Sam Gurr 2019 Thresholds Geoduck BOX #19
1311,,G5,Sam Gurr 2019 Thresholds Geoduck BOX #19
1332,,B6,Sam Gurr 2019 Thresholds Geoduck BOX #19
1338,,H6,Sam Gurr 2019 Thresholds Geoduck BOX #19
1349,,E5,Sam Gurr 2019 Thresholds Geoduck BOX #19
1354,,H9,Sam Gurr 2019 Thresholds Geoduck BOX #19
1359,,C5,Sam Gurr 2019 Thresholds Geoduck BOX #19
1361,,E1,Sam Gurr 2019 Thresholds Geoduck BOX #19
1368,,E4,Sam Gurr 2019 Thresholds Geoduck BOX #19
1374,,D2,Sam Gurr 2019 Thresholds Geoduck BOX #19
1387,,H4,Sam Gurr 2019 Thresholds Geoduck BOX #19
1409,,B4,Sam Gurr 2019 Thresholds Geoduck BOX #19
1488,,C8,Sam Gurr 2019 Thresholds Geoduck BOX #19
1515,,D6,Sam Gurr 2019 Thresholds Geoduck BOX #19
1552,,I8,Sam Gurr 2019 Thresholds Geoduck BOX #19
1593,,A9,Sam Gurr 2019 Thresholds Geoduck BOX #19
1600,,A6,Sam Gurr 2019 Thresholds Geoduck BOX #19
1616,,C7,Sam Gurr 2019 Thresholds Geoduck BOX #19
1647,,F2,Sam Gurr 2019 Thresholds Geoduck BOX #19
1570,,B2,Sam Gurr 2019 Thresholds Geoduck BOX #19
13,,C6,Sam Gurr 2019 Thresholds Geoduck BOX #2
17,,F6,Sam Gurr 2019 Thresholds Geoduck BOX #2
20,,H4,Sam Gurr 2019 Thresholds Geoduck BOX #2
21,,D8,Sam Gurr 2019 Thresholds Geoduck BOX #2
26,,F5,Sam Gurr 2019 Thresholds Geoduck BOX #2
33,,E5,Sam Gurr 2019 Thresholds Geoduck BOX #2
35,,I7,Sam Gurr 2019 Thresholds Geoduck BOX #2
47,,H9,Sam Gurr 2019 Thresholds Geoduck BOX #2
59,,G4,Sam Gurr 2019 Thresholds Geoduck BOX #2
61,,I5,Sam Gurr 2019 Thresholds Geoduck BOX #2
64,,E2,Sam Gurr 2019 Thresholds Geoduck BOX #2
67,,D2,Sam Gurr 2019 Thresholds Geoduck BOX #2
69,,C4,Sam Gurr 2019 Thresholds Geoduck BOX #2
78,,I9,Sam Gurr 2019 Thresholds Geoduck BOX #2
82,,A2,Sam Gurr 2019 Thresholds Geoduck BOX #2
90,,I4,Sam Gurr 2019 Thresholds Geoduck BOX #2
92,,A8,Sam Gurr 2019 Thresholds Geoduck BOX #2
101,,F4,Sam Gurr 2019 Thresholds Geoduck BOX #2
105,,D9,Sam Gurr 2019 Thresholds Geoduck BOX #2
119,,I6,Sam Gurr 2019 Thresholds Geoduck BOX #2
122,,B6,Sam Gurr 2019 Thresholds Geoduck BOX #2
145,,A4,Sam Gurr 2019 Thresholds Geoduck BOX #2
168,,H6,Sam Gurr 2019 Thresholds Geoduck BOX #2
170,,D6,Sam Gurr 2019 Thresholds Geoduck BOX #2
175,,E7,Sam Gurr 2019 Thresholds Geoduck BOX #2
179,,F1,Sam Gurr 2019 Thresholds Geoduck BOX #2
183,,E9,Sam Gurr 2019 Thresholds Geoduck BOX #2
186,,F2,Sam Gurr 2019 Thresholds Geoduck BOX #2
189,,B3,Sam Gurr 2019 Thresholds Geoduck BOX #2
195,,I1,Sam Gurr 2019 Thresholds Geoduck BOX #2
197,,E8,Sam Gurr 2019 Thresholds Geoduck BOX #2
201,,C1,Sam Gurr 2019 Thresholds Geoduck BOX #2
203,,C5,Sam Gurr 2019 Thresholds Geoduck BOX #2
215,,E6,Sam Gurr 2019 Thresholds Geoduck BOX #2
226,,B1,Sam Gurr 2019 Thresholds Geoduck BOX #2
238,,D1,Sam Gurr 2019 Thresholds Geoduck BOX #2
252,,E1,Sam Gurr 2019 Thresholds Geoduck BOX #2
260,,D3,Sam Gurr 2019 Thresholds Geoduck BOX #2
267,,B2,Sam Gurr 2019 Thresholds Geoduck BOX #2
268,,F7,Sam Gurr 2019 Thresholds Geoduck BOX #2
279,,G2,Sam Gurr 2019 Thresholds Geoduck BOX #2
285,,I3,Sam Gurr 2019 Thresholds Geoduck BOX #2
302,,C9,Sam Gurr 2019 Thresholds Geoduck BOX #2
318,,B5,Sam Gurr 2019 Thresholds Geoduck BOX #2
320,,G9,Sam Gurr 2019 Thresholds Geoduck BOX #2
329,,A1,Sam Gurr 2019 Thresholds Geoduck BOX #2
345,,A9,Sam Gurr 2019 Thresholds Geoduck BOX #2
360,,G6,Sam Gurr 2019 Thresholds Geoduck BOX #2
364,,C2,Sam Gurr 2019 Thresholds Geoduck BOX #2
381,,I2,Sam Gurr 2019 Thresholds Geoduck BOX #2
388,,C8,Sam Gurr 2019 Thresholds Geoduck BOX #2
401,,A6,Sam Gurr 2019 Thresholds Geoduck BOX #2
402,,I8,Sam Gurr 2019 Thresholds Geoduck BOX #2
403,,F3,Sam Gurr 2019 Thresholds Geoduck BOX #2
405,,H3,Sam Gurr 2019 Thresholds Geoduck BOX #2
429,,A7,Sam Gurr 2019 Thresholds Geoduck BOX #2
438,,D4,Sam Gurr 2019 Thresholds Geoduck BOX #2
444,,G7,Sam Gurr 2019 Thresholds Geoduck BOX #2
445,,H7,Sam Gurr 2019 Thresholds Geoduck BOX #2
453,,G8,Sam Gurr 2019 Thresholds Geoduck BOX #2
456,,F8,Sam Gurr 2019 Thresholds Geoduck BOX #2
461,,H8,Sam Gurr 2019 Thresholds Geoduck BOX #2
462,,A3,Sam Gurr 2019 Thresholds Geoduck BOX #2
463,,B8,Sam Gurr 2019 Thresholds Geoduck BOX #2
466,,D7,Sam Gurr 2019 Thresholds Geoduck BOX #2
475,,B4,Sam Gurr 2019 Thresholds Geoduck BOX #2
498,,H2,Sam Gurr 2019 Thresholds Geoduck BOX #2
515,,D5,Sam Gurr 2019 Thresholds Geoduck BOX #2
533,,B9,Sam Gurr 2019 Thresholds Geoduck BOX #2
538,,H5,Sam Gurr 2019 Thresholds Geoduck BOX #2
558,,C7,Sam Gurr 2019 Thresholds Geoduck BOX #2
559,,B7,Sam Gurr 2019 Thresholds Geoduck BOX #2
560,,C3,Sam Gurr 2019 Thresholds Geoduck BOX #2
571,,E4,Sam Gurr 2019 Thresholds Geoduck BOX #2
577,,E3,Sam Gurr 2019 Thresholds Geoduck BOX #2
580,,A5,Sam Gurr 2019 Thresholds Geoduck BOX #2
584,,H1,Sam Gurr 2019 Thresholds Geoduck BOX #2
595,,G3,Sam Gurr 2019 Thresholds Geoduck BOX #2
617,,F9,Sam Gurr 2019 Thresholds Geoduck BOX #2
644,,G1,Sam Gurr 2019 Thresholds Geoduck BOX #2
667,,G5,Sam Gurr 2019 Thresholds Geoduck BOX #2
744,,B9,Sam Gurr 2019 Thresholds Geoduck BOX #20
765,,G2,Sam Gurr 2019 Thresholds Geoduck BOX #20
769,,C2,Sam Gurr 2019 Thresholds Geoduck BOX #20
796,,E1,Sam Gurr 2019 Thresholds Geoduck BOX #20
818,,I5,Sam Gurr 2019 Thresholds Geoduck BOX #20
830,,I7,Sam Gurr 2019 Thresholds Geoduck BOX #20
842,,G3,Sam Gurr 2019 Thresholds Geoduck BOX #20
844,,G7,Sam Gurr 2019 Thresholds Geoduck BOX #20
877,,D5,Sam Gurr 2019 Thresholds Geoduck BOX #20
900,,B5,Sam Gurr 2019 Thresholds Geoduck BOX #20
902,,H2,Sam Gurr 2019 Thresholds Geoduck BOX #20
911,,E6,Sam Gurr 2019 Thresholds Geoduck BOX #20
912,,H9,Sam Gurr 2019 Thresholds Geoduck BOX #20
942,,I9,Sam Gurr 2019 Thresholds Geoduck BOX #20
960,,D4,Sam Gurr 2019 Thresholds Geoduck BOX #20
962,,D2,Sam Gurr 2019 Thresholds Geoduck BOX #20
966,,I1,Sam Gurr 2019 Thresholds Geoduck BOX #20
984,,B4,Sam Gurr 2019 Thresholds Geoduck BOX #20
988,,F9,Sam Gurr 2019 Thresholds Geoduck BOX #20
995,,A7,Sam Gurr 2019 Thresholds Geoduck BOX #20
1015,,F1,Sam Gurr 2019 Thresholds Geoduck BOX #20
1016,,F7,Sam Gurr 2019 Thresholds Geoduck BOX #20
1022,,C9,Sam Gurr 2019 Thresholds Geoduck BOX #20
1032,,G6,Sam Gurr 2019 Thresholds Geoduck BOX #20
1063,,D6,Sam Gurr 2019 Thresholds Geoduck BOX #20
1058,,C3,Sam Gurr 2019 Thresholds Geoduck BOX #20
1085,,I2,Sam Gurr 2019 Thresholds Geoduck BOX #20
1090,,F4,Sam Gurr 2019 Thresholds Geoduck BOX #20
1105,,A9,Sam Gurr 2019 Thresholds Geoduck BOX #20
1123,,B6,Sam Gurr 2019 Thresholds Geoduck BOX #20
1125,,G8,Sam Gurr 2019 Thresholds Geoduck BOX #20
1130,,H7,Sam Gurr 2019 Thresholds Geoduck BOX #20
1136,,A3,Sam Gurr 2019 Thresholds Geoduck BOX #20
1139,,E4,Sam Gurr 2019 Thresholds Geoduck BOX #20
1144,,E9,Sam Gurr 2019 Thresholds Geoduck BOX #20
1161,,B8,Sam Gurr 2019 Thresholds Geoduck BOX #20
1207,,F3,Sam Gurr 2019 Thresholds Geoduck BOX #20
1211,,I6,Sam Gurr 2019 Thresholds Geoduck BOX #20
1214,,A1,Sam Gurr 2019 Thresholds Geoduck BOX #20
1215,,E5,Sam Gurr 2019 Thresholds Geoduck BOX #20
1217,,B1,Sam Gurr 2019 Thresholds Geoduck BOX #20
1227,,F8,Sam Gurr 2019 Thresholds Geoduck BOX #20
1233,,H3,Sam Gurr 2019 Thresholds Geoduck BOX #20
1236,,C8,Sam Gurr 2019 Thresholds Geoduck BOX #20
1249,,F6,Sam Gurr 2019 Thresholds Geoduck BOX #20
1250,,H8,Sam Gurr 2019 Thresholds Geoduck BOX #20
1256,,B3,Sam Gurr 2019 Thresholds Geoduck BOX #20
1259,,I3,Sam Gurr 2019 Thresholds Geoduck BOX #20
1276,,C1,Sam Gurr 2019 Thresholds Geoduck BOX #20
1307,,D3,Sam Gurr 2019 Thresholds Geoduck BOX #20
1309,,D7,Sam Gurr 2019 Thresholds Geoduck BOX #20
1324,,B7,Sam Gurr 2019 Thresholds Geoduck BOX #20
1333,,E8,Sam Gurr 2019 Thresholds Geoduck BOX #20
1335,,E7,Sam Gurr 2019 Thresholds Geoduck BOX #20
1344,,D9,Sam Gurr 2019 Thresholds Geoduck BOX #20
1356,,I8,Sam Gurr 2019 Thresholds Geoduck BOX #20
1392,,G5,Sam Gurr 2019 Thresholds Geoduck BOX #20
1396,,E3,Sam Gurr 2019 Thresholds Geoduck BOX #20
1410,,I4,Sam Gurr 2019 Thresholds Geoduck BOX #20
1418,,A6,Sam Gurr 2019 Thresholds Geoduck BOX #20
1427,,G1,Sam Gurr 2019 Thresholds Geoduck BOX #20
1435,,G4,Sam Gurr 2019 Thresholds Geoduck BOX #20
1449,,H6,Sam Gurr 2019 Thresholds Geoduck BOX #20
1451,,A2,Sam Gurr 2019 Thresholds Geoduck BOX #20
1457,,D1,Sam Gurr 2019 Thresholds Geoduck BOX #20
1497,,A4,Sam Gurr 2019 Thresholds Geoduck BOX #20
1503,,A8,Sam Gurr 2019 Thresholds Geoduck BOX #20
1518,,H1,Sam Gurr 2019 Thresholds Geoduck BOX #20
1533,,F2,Sam Gurr 2019 Thresholds Geoduck BOX #20
1536,,A5,Sam Gurr 2019 Thresholds Geoduck BOX #20
1551,,C6,Sam Gurr 2019 Thresholds Geoduck BOX #20
1557,,D8,Sam Gurr 2019 Thresholds Geoduck BOX #20
1626,,C7,Sam Gurr 2019 Thresholds Geoduck BOX #20
1632,,C4,Sam Gurr 2019 Thresholds Geoduck BOX #20
1633,,H4,Sam Gurr 2019 Thresholds Geoduck BOX #20
1635,,E2,Sam Gurr 2019 Thresholds Geoduck BOX #20
1640,,B2,Sam Gurr 2019 Thresholds Geoduck BOX #20
773,,B8,Sam Gurr 2019 Thresholds Geoduck BOX #21
790,,B1,Sam Gurr 2019 Thresholds Geoduck BOX #21
792,,A2,Sam Gurr 2019 Thresholds Geoduck BOX #21
804,,C7,Sam Gurr 2019 Thresholds Geoduck BOX #21
813,,B3,Sam Gurr 2019 Thresholds Geoduck BOX #21
834,,B4,Sam Gurr 2019 Thresholds Geoduck BOX #21
909,,D7,Sam Gurr 2019 Thresholds Geoduck BOX #21
925,,C5,Sam Gurr 2019 Thresholds Geoduck BOX #21
926,,D8,Sam Gurr 2019 Thresholds Geoduck BOX #21
938,,C4,Sam Gurr 2019 Thresholds Geoduck BOX #21
941,,A6,Sam Gurr 2019 Thresholds Geoduck BOX #21
991,,A4,Sam Gurr 2019 Thresholds Geoduck BOX #21
1062,,B9,Sam Gurr 2019 Thresholds Geoduck BOX #21
1044,,A9,Sam Gurr 2019 Thresholds Geoduck BOX #21
1049,,D6,Sam Gurr 2019 Thresholds Geoduck BOX #21
1074,,E9,Sam Gurr 2019 Thresholds Geoduck BOX #21
1128,,C3,Sam Gurr 2019 Thresholds Geoduck BOX #21
1148,,C9,Sam Gurr 2019 Thresholds Geoduck BOX #21
1154,,C1,Sam Gurr 2019 Thresholds Geoduck BOX #21
1173,,A7,Sam Gurr 2019 Thresholds Geoduck BOX #21
1285,,A8,Sam Gurr 2019 Thresholds Geoduck BOX #21
1305,,B7,Sam Gurr 2019 Thresholds Geoduck BOX #21
1313,,B2,Sam Gurr 2019 Thresholds Geoduck BOX #21
1345,,D4,Sam Gurr 2019 Thresholds Geoduck BOX #21
1369,,D2,Sam Gurr 2019 Thresholds Geoduck BOX #21
1415,,D9,Sam Gurr 2019 Thresholds Geoduck BOX #21
1453,,C6,Sam Gurr 2019 Thresholds Geoduck BOX #21
1468,,A1,Sam Gurr 2019 Thresholds Geoduck BOX #21
1481,,B5,Sam Gurr 2019 Thresholds Geoduck BOX #21
1508,,D1,Sam Gurr 2019 Thresholds Geoduck BOX #21
1512,,A3,Sam Gurr 2019 Thresholds Geoduck BOX #21
1514,,B6,Sam Gurr 2019 Thresholds Geoduck BOX #21
1555,,D5,Sam Gurr 2019 Thresholds Geoduck BOX #21
1578,,C2,Sam Gurr 2019 Thresholds Geoduck BOX #21
1603,,D3,Sam Gurr 2019 Thresholds Geoduck BOX #21
1648,,A5,Sam Gurr 2019 Thresholds Geoduck BOX #21
24,,F1,Sam Gurr 2019 Thresholds Geoduck BOX #3
30,,E8,Sam Gurr 2019 Thresholds Geoduck BOX #3
48,,G6,Sam Gurr 2019 Thresholds Geoduck BOX #3
52,,G2,Sam Gurr 2019 Thresholds Geoduck BOX #3
79,,C1,Sam Gurr 2019 Thresholds Geoduck BOX #3
87,,A5,Sam Gurr 2019 Thresholds Geoduck BOX #3
97,,D9,Sam Gurr 2019 Thresholds Geoduck BOX #3
123,,B5,Sam Gurr 2019 Thresholds Geoduck BOX #3
130,,F5,Sam Gurr 2019 Thresholds Geoduck BOX #3
138,,C2,Sam Gurr 2019 Thresholds Geoduck BOX #3
139,,E7,Sam Gurr 2019 Thresholds Geoduck BOX #3
153,,B6,Sam Gurr 2019 Thresholds Geoduck BOX #3
184,,C9,Sam Gurr 2019 Thresholds Geoduck BOX #3
185,,D4,Sam Gurr 2019 Thresholds Geoduck BOX #3
191,,H2,Sam Gurr 2019 Thresholds Geoduck BOX #3
194,,G1,Sam Gurr 2019 Thresholds Geoduck BOX #3
198,,A9,Sam Gurr 2019 Thresholds Geoduck BOX #3
210,,A6,Sam Gurr 2019 Thresholds Geoduck BOX #3
213,,C7,Sam Gurr 2019 Thresholds Geoduck BOX #3
214,,B3,Sam Gurr 2019 Thresholds Geoduck BOX #3
216,,I9,Sam Gurr 2019 Thresholds Geoduck BOX #3
218,,F6,Sam Gurr 2019 Thresholds Geoduck BOX #3
219,,A3,Sam Gurr 2019 Thresholds Geoduck BOX #3
220,,C8,Sam Gurr 2019 Thresholds Geoduck BOX #3
223,,I3,Sam Gurr 2019 Thresholds Geoduck BOX #3
224,,D6,Sam Gurr 2019 Thresholds Geoduck BOX #3
225,,F8,Sam Gurr 2019 Thresholds Geoduck BOX #3
282,,D1,Sam Gurr 2019 Thresholds Geoduck BOX #3
232,,E6,Sam Gurr 2019 Thresholds Geoduck BOX #3
234,,E9,Sam Gurr 2019 Thresholds Geoduck BOX #3
271,,C4,Sam Gurr 2019 Thresholds Geoduck BOX #3
272,,H4,Sam Gurr 2019 Thresholds Geoduck BOX #3
280,,G9,Sam Gurr 2019 Thresholds Geoduck BOX #3
295,,H6,Sam Gurr 2019 Thresholds Geoduck BOX #3
296,,H3,Sam Gurr 2019 Thresholds Geoduck BOX #3
307,,H9,Sam Gurr 2019 Thresholds Geoduck BOX #3
317,,A2,Sam Gurr 2019 Thresholds Geoduck BOX #3
324,,C6,Sam Gurr 2019 Thresholds Geoduck BOX #3
356,,H5,Sam Gurr 2019 Thresholds Geoduck BOX #3
361,,E3,Sam Gurr 2019 Thresholds Geoduck BOX #3
358,,A7,Sam Gurr 2019 Thresholds Geoduck BOX #3
368,,C5,Sam Gurr 2019 Thresholds Geoduck BOX #3
376,,I1,Sam Gurr 2019 Thresholds Geoduck BOX #3
386,,B2,Sam Gurr 2019 Thresholds Geoduck BOX #3
404,,H8,Sam Gurr 2019 Thresholds Geoduck BOX #3
406,,C3,Sam Gurr 2019 Thresholds Geoduck BOX #3
424,,D5,Sam Gurr 2019 Thresholds Geoduck BOX #3
439,,F7,Sam Gurr 2019 Thresholds Geoduck BOX #3
451,,F4,Sam Gurr 2019 Thresholds Geoduck BOX #3
455,,B1,Sam Gurr 2019 Thresholds Geoduck BOX #3
467,,H7,Sam Gurr 2019 Thresholds Geoduck BOX #3
471,,I2,Sam Gurr 2019 Thresholds Geoduck BOX #3
483,,I6,Sam Gurr 2019 Thresholds Geoduck BOX #3
495,,I7,Sam Gurr 2019 Thresholds Geoduck BOX #3
496,,G7,Sam Gurr 2019 Thresholds Geoduck BOX #3
526,,E2,Sam Gurr 2019 Thresholds Geoduck BOX #3
557,,G5,Sam Gurr 2019 Thresholds Geoduck BOX #3
567,,B9,Sam Gurr 2019 Thresholds Geoduck BOX #3
575,,A4,Sam Gurr 2019 Thresholds Geoduck BOX #3
576,,E5,Sam Gurr 2019 Thresholds Geoduck BOX #3
585,,F2,Sam Gurr 2019 Thresholds Geoduck BOX #3
599,,I8,Sam Gurr 2019 Thresholds Geoduck BOX #3
604,,A1,Sam Gurr 2019 Thresholds Geoduck BOX #3
606,,D2,Sam Gurr 2019 Thresholds Geoduck BOX #3
611,,A8,Sam Gurr 2019 Thresholds Geoduck BOX #3
618,,B4,Sam Gurr 2019 Thresholds Geoduck BOX #3
636,,D7,Sam Gurr 2019 Thresholds Geoduck BOX #3
638,,E4,Sam Gurr 2019 Thresholds Geoduck BOX #3
639,,G8,Sam Gurr 2019 Thresholds Geoduck BOX #3
645,,B8,Sam Gurr 2019 Thresholds Geoduck BOX #3
646,,B7,Sam Gurr 2019 Thresholds Geoduck BOX #3
653,,H1,Sam Gurr 2019 Thresholds Geoduck BOX #3
659,,I5,Sam Gurr 2019 Thresholds Geoduck BOX #3
665,,G3,Sam Gurr 2019 Thresholds Geoduck BOX #3
681,,D8,Sam Gurr 2019 Thresholds Geoduck BOX #3
685,,I4,Sam Gurr 2019 Thresholds Geoduck BOX #3
694,,E1,Sam Gurr 2019 Thresholds Geoduck BOX #3
705,,F9,Sam Gurr 2019 Thresholds Geoduck BOX #3
707,,G4,Sam Gurr 2019 Thresholds Geoduck BOX #3
710,,F3,Sam Gurr 2019 Thresholds Geoduck BOX #3
712,,D3,Sam Gurr 2019 Thresholds Geoduck BOX #3
4,,B8,Sam Gurr 2019 Thresholds Geoduck BOX #4
44,,H4,Sam Gurr 2019 Thresholds Geoduck BOX #4
54,,E1,Sam Gurr 2019 Thresholds Geoduck BOX #4
60,,A7,Sam Gurr 2019 Thresholds Geoduck BOX #4
76,,F7,Sam Gurr 2019 Thresholds Geoduck BOX #4
84,,C8,Sam Gurr 2019 Thresholds Geoduck BOX #4
88,,D7,Sam Gurr 2019 Thresholds Geoduck BOX #4
91,,G6,Sam Gurr 2019 Thresholds Geoduck BOX #4
94,,F5,Sam Gurr 2019 Thresholds Geoduck BOX #4
95,,C9,Sam Gurr 2019 Thresholds Geoduck BOX #4
107,,F3,Sam Gurr 2019 Thresholds Geoduck BOX #4
162,,E2,Sam Gurr 2019 Thresholds Geoduck BOX #4
164,,H7,Sam Gurr 2019 Thresholds Geoduck BOX #4
169,,C4,Sam Gurr 2019 Thresholds Geoduck BOX #4
178,,G3,Sam Gurr 2019 Thresholds Geoduck BOX #4
204,,E5,Sam Gurr 2019 Thresholds Geoduck BOX #4
222,,G7,Sam Gurr 2019 Thresholds Geoduck BOX #4
240,,H5,Sam Gurr 2019 Thresholds Geoduck BOX #4
242,,G1,Sam Gurr 2019 Thresholds Geoduck BOX #4
245,,I9,Sam Gurr 2019 Thresholds Geoduck BOX #4
254,,G2,Sam Gurr 2019 Thresholds Geoduck BOX #4
283,,E3,Sam Gurr 2019 Thresholds Geoduck BOX #4
289,,A6,Sam Gurr 2019 Thresholds Geoduck BOX #4
292,,I2,Sam Gurr 2019 Thresholds Geoduck BOX #4
301,,C3,Sam Gurr 2019 Thresholds Geoduck BOX #4
303,,H2,Sam Gurr 2019 Thresholds Geoduck BOX #4
323,,F4,Sam Gurr 2019 Thresholds Geoduck BOX #4
327,,D2,Sam Gurr 2019 Thresholds Geoduck BOX #4
332,,C7,Sam Gurr 2019 Thresholds Geoduck BOX #4
333,,C5,Sam Gurr 2019 Thresholds Geoduck BOX #4
353,,A5,Sam Gurr 2019 Thresholds Geoduck BOX #4
